id,stats_inc_id,team_id,playerstats_id,first,last,num,pos,import_status,height,weight,birthdate,birthplace,college,yrsteam,yrsleague,ros_status,created_at
3955,,10,0,Robbie,Powell,64,7,1,6.05,305,1984-08-21,"Roanoke, VA",Purdue,1,1,3,"2009-06-16 15:18:20"
3957,,10,0,Josh,Thompson,97,15,1,6.00,300,1985-03-15,,Auburn,1,1,3,"2009-06-19 18:13:28"
3959,136034,10,109138,Derek,Watson,23,2,1,6.00,223,1981-05-01,"Anderson, SC","South Carolina",2,2,3,
3961,246075,,131242,Ahmad,Carroll,8,11,1,5.10,190,1983-08-04,"Atlanta, GA",Arkansas,1,1,,
3963,,,,Anthony,Barrette,55,25,0,6.05,320,1986-04-22,"Verdun, QC",Concordia,1,1,,
3965,548257,2,158147,Rob,Maver,6,17,0,6.00,201,1986-03-12,"London, ON",Guelph,6,6,3,
3967,,10,143064,Michael,Desormeaux,15,1,1,6.00,215,1985-09-29,"New Iberia, LA",Louisiana-Lafayette,2,2,3,
3969,398020,,152661,Deon,Murphy,17,4,1,5.10,170,1986-04-15,"Houston, TX","Kansas State",1,2,,
3971,,10,0,Vincent,Redd,41,21,1,6.06,260,1985-09-01,"Elizabethton, TN",Liberty,1,1,5,
3973,,10,0,Danny,Watkins,,7,0,6.04,310,1984-11-06,"Kelowna, BC",Baylor,1,1,4,
3975,,10,,Greg,Gundersen,17,37,1,6.00,180,1983-06-29,"LaGrange, IL","Wayne State",1,1,3,
3977,500370,65,151366,James,Green,38,13,0,5.11,217,1983-06-22,"Vernon, BC",Calgary,4,5,3,
3979,,10,,Eryk,Anders,99,13,1,6.01,240,1987-04-21,"Angeles City, PH",Alabama,1,1,3,
3981,336756,65,158165,J'Micheal,Deane,64,9,0,6.05,328,1986-05-04,"Hinton, AB","Michigan State",3,3,3,
3983,596962,65,170218,Brad,Sinopoli,88,4,0,6.04,215,1988-04-14,"Peterborough, ON",Ottawa,1,4,3,
3985,,10,,George,Clinkscale,8,21,1,6.00,252,1987-01-21,"Cedar Hill, TX",Tulsa,1,1,,
3987,597304,,170229,Kyle,Exume,28,2,0,5.10,198,1987-11-22,"Montreal, QC",Bishop's,1,1,3,
3989,249834,10,94145,"Cleo ",Lemon,1,1,1,6.03,218,1979-08-16,,"Arkansas State",2,2,,
3991,266923,10,157829,Dane,Randolph,57,8,1,6.05,315,1986-09-04,"Pensacola, FL",Maryland,2,2,4,
3993,,10,,Cody,Kirby,13,1,1,5'11,200,1988-06-10,"Memphis, TN","Missouri State",1,1,3,
3995,246357,,129007,Chris,Thompson,26,11,1,6.00,200,1982-05-19,"New Orleans, LA","Nicholls State",1,8,,
3997,336832,10,155177,Timothy,Brown,12,5,1,5.07,152,1987-11-09,"Miami, FL",Rutgers,1,1,3,
3999,323246,10,158161,John,Bender,69,9,0,6.08,325,1987-03-09,"Three Hills, AB",Nevada,2,2,3,
4001,548298,,158160,Joash,Gesse,51,13,0,5.11,221,1986-04-09,"Montreal, QC",Montreal,1,6,,
4003,214038,10,138381,Yvenson,Bernard,24,2,1,5.09,196,1984-10-24,"Boca Raton, FL","Oregon State",1,3,3,
4005,500404,10,150425,Joel,Lipinski,5,11,0,5.10,195,1985-07-29,"Regina, SK","Saint Mary's",1,2,3,
4007,142978,10,135091,Jerome,Dennis,20,11,1,6.01,190,1981-12-06,"Carson, CA","Utah State",5,7,4,
4009,291387,,158306,"Evan ",McCollough,24,11,1,5.11,196,1987-09-02,"Glenarden, MD","James Madison",4,5,3,
4011,326950,11,125923,Arjei,Franklin,87,4,0,5.09,190,1982-04-25,"Scarborough, ON",Windsor,4,7,3,
4013,,10,0,Chayce,Elliott,24,11,0,5.10,185,1987-12-10,"Vancouver, BC",Ottawa,1,1,,
4015,325039,10,154903,"Stanley ",Franks,6,10,1,5.09,180,1986-07-07,"Long Beach, CA",Idaho,3,2,4,
4017,225036,10,148749,Joe,Sykes,52,21,1,6.05,280,1982-10-22,"Grenada, MS",Southern,1,4,3,
4019,334040,1,158172,Chris,Rwabukamba,9,11,0,5.11,192,1987-01-05,"Kigali, Rwanda",Duke,1,5,3,
4021,225371,9,151070,Jonathan,Hefney,23,10,1,5.09,189,1985-02-27,"Rock Hill, SC",Tennessee,1,7,3,
4023,323899,10,158143,Shomari,Williams,33,21,0,6.01,232,1985-03-08,"Toronto, ON",Queen's,1,6,3,
4025,267351,10,152443,Jarriett,Buie,70,14,1,6.03,255,1985-09-07,,"Tampa, FL",1,1,3,
4027,25874,10,62492,Davis,Sanchez,2,10,0,5.09,188,1974-08-07,"Delta, BC",Oregon,3,12,15,
4029,382334,10,158185,Nasser,Jamal,53,9,0,6.04,283,1988-02-25,"Kandahar, Afghanistan","Louisiana Lafayette",1,1,,
4031,596920,,170231,Chris,Hodgson,46,14,0,6.03,260,1984-07-16,"Fredericton, NB","Saint Mary's",1,1,,
4033,251569,,150115,"Emmanuel ",Marc,34,2,1,5.11,200,1982-11-17,"Spring Valley, NY","Delaware State",1,3,,
4035,596967,2,170199,Junior,Turner,7,21,0,6.03,281,1988-09-02,"Toronto, ON",Bishop's,5,5,3,
4037,,10,,Liam,Mahoney,,4,0,6.01,207,1987-12-13,"Lachine, Québec",Concordia,1,2,3,
4039,,12,,Braeden,George,19,4,0,6.01,195,1987-05-21,"Saskatoon, SK",Saskatchewan,1,1,3,
4041,215183,10,157902,Buster,Davis,6,13,1,5.09,250,1983-10-20,"Daytona Beach, FL","Florida State",1,1,3,
4043,335901,9,157812,Rashaud,Slaughter,1,4,1,5.09,185,1987-11-01,"Adamsville, AL",Alabama-Birmingham,2,2,4,
4045,215370,10,159234,Chris,Bradwell,93,15,1,6.04,285,1983-12-17,"Jacksonville, FL",Troy,1,1,5,
4047,399815,10,158017,Shawn,Lemon,40,21,1,6.02,251,1988-08-25,"Waldorf, MD",Akron,2,4,3,
4049,263332,10,150964,LaDarius,Key,26,11,1,5.09,185,1986-05-19,"Monroe, LA","McNeese St.",1,2,5,
4051,,30,0,C,H,37,13,0,6.03,231,1985-12-28,"Ville Ste-Catherine, QC",Montreal,1,1,4,
4053,548311,3,158179,Cauchy,Muamba,8,12,0,5.11,195,1987-05-08,"Kinshasa, Congo","St. Francis Xavier",2,6,3,
4055,,10,0,Nick,Riva,25,11,0,5.11,185,1987-11-28,"Windsor, ON","St. Francis Xavier",1,1,3,
4057,,10,0,Nick,FitzGibbon,5,2,0,5.10,205,,,Guelph,1,1,3,"2011-08-19 17:04:19"
4059,,10,0,Matt,Henry,34,2,0,6.00,210,1987-06-19,"Mississauga, ON",Manitoba,1,1,3,
4061,,10,0,Nick,Poloniato,14,11,0,5.11,189,1987-07-20,"Hamilton, ON",Bishop's,1,1,3,
4063,565827,1,158154,Shawn,Gore,85,5,0,6.00,198,1987-04-12,"Toronto, ON",Bishop's,6,6,3,
4065,,,0,Steven,Turner,82,18,0,5.08,175,1987-01-18,"Brampton, ON",Bishop's,1,2,3,
4067,268504,,147364,Travis,Williams,35,10,1,5.09,180,1986-04-19,"Daytona Beach, FL","East Carolina",1,2,,
4069,267426,10,147991,Julius,Williams,55,14,1,6.02,265,1986-07-19,"Decatur , GA",Connecticut,1,3,4,
4071,,10,,Keegan,Herring,29,2,1,5.10,195,1987-05-12,"Avondale, AZ","Arizona State",1,1,3,
4073,219927,10,155367,James,Hargrave,58,13,1,6.00,240,1983-10-21,"Pleasantville, NJ",Connecticut,2,2,3,
4075,225310,10,156713,Cory,Boyd,28,2,1,6.01,209,1985-08-06,"Orange, NJ","South Carolina",1,3,3,
4077,454356,10,143324,Mark,Dewit,53,6,0,6.03,296,1986-11-03,"Calgary, AB",Calgary,1,6,3,
4079,,30,,Lance,Stilborn,33,3,0,5.10,225,,"Lemberg, SK","Mayville State",1,1,4,
4081,597008,10,158218,Marc,Mueller,14,1,0,6.00,200,1989-04-15,"Regina, SK",Regina,1,1,,
4083,598100,7,158315,Shane,Herbert,8,11,0,6.02,192,1988-12-29,"Ajax, ON","Wilfrid Laurier",2,2,3,
4085,178091,,122450,"Clint ",Kent,42,11,1,5.09,201,1983-10-14,"Macon, GA","James Madison",1,4,3,
4087,596968,2,170223,Matt,Walter,14,2,0,5.10,217,1989-07-20,"Vancouver, BC",Calgary,4,4,3,
4089,215754,10,126468,Ben,"Ishola ",91,14,1,6.03,242,1980-06-08,"Berlin, Germany",Indiana,3,3,3,
4091,323370,3,158217,Almondo,Sewell,90,15,1,6.04,288,1987-01-16,"Buff Bay, Jamaica",Akron,5,5,3,
4093,232537,9,145473,Brandon,London,14,4,1,6.04,210,1984-10-16,"Richmond, VA",Massachusetts,4,4,15,
4095,171632,10,82417,Jamal,Robertson,25,2,1,5.09,216,1977-01-10,"Washington, DC","Ohio Northern",2,4,3,
4097,171626,10,139447,Lenny,Walls,27,11,1,6.04,205,1979-09-26,"San Fransico, CA","Boston College",2,4,3,
4099,214578,2,157507,Edwin,Harrison,62,9,1,6.04,291,1984-11-18,"Houston, TX",Colorado,6,6,9,
4101,334532,1,157370,Terence,Jeffers-Harris,13,4,1,6.02,213,1988-06-24,"San Diego, CA",Vanderbilt,1,4,5,
4103,454383,10,142504,Steven,Holness,36,11,0,5.11,190,1983-07-20,"Montreal, QC",Ottawa,2,4,5,
4105,,12,,Thomas,Hall,39,13,0,6.03,223,1990-01-03,"Winnipeg, MB",Manitoba,1,1,3,
4107,548319,10,159033,Curtis,Vizza,62,9,0,6.04,310,1987-04-27,"McBride, BC","Vancouver Island Raiders",1,1,7,
4109,454365,10,139007,"James ",Robinson,3,4,1,6.03,213,1982-12-06,"Ft. Lauderdale, FL","Butler County C.C.",1,4,,
4111,,10,,Jae,Thaxton,72,13,1,6.03,246,1985-09-09,"Seattle, WA","Florida State",1,1,3,
4113,156444,10,138522,Robert,McCune,45,13,1,6.01,235,1979-03-09,"Mobile, AL",Louisville,2,4,4,
4115,268999,10,149804,Kenny,Mainor,54,14,1,6.03,243,1985-10-30,"Atlanta, GA",Troy,3,3,3,
4117,,10,,"Freddie ",Barnes,81,4,1,6.00,215,1986-12-06,"Chicago, IL","Bowling Green",1,1,3,
4119,381567,7,170197,Tyler,Holmes,57,9,0,6.04,299,1988-07-24,"Ottawa, ON",Tulsa,3,3,3,"2011-05-08 13:46:12"
4121,580115,10,158133,Ludovic,Kashindi,14,11,0,6.00,190,1984-06-06,"Paris, France",Sherbrooke,2,3,3,
4123,,10,,Louis,Givens,79,4,1,5.08,170,1987-01-05,"Jacksonville, FL","Florida State",1,1,3,
4125,267028,10,143431,Rafael,Little,32,2,1,5.11,205,1986-09-23,"Anderson, SC",Kentucky,1,2,3,
4127,548152,,153063,Chris,Kowalczuk,67,6,0,6.05,303,1985-01-17,"Brampton, ON",Toronto,4,4,3,
4129,,10,,Mark,Evans,92,21,0,6.06,289,,"Cambrdige, ON",Toronto,1,1,3,
4131,449388,10,157671,Pierre,Singfield,23,11,1,5.11,196,1987-09-25,"Akron, OH","Arizona State",1,1,3,
4133,266927,10,157091,"Anthony ",Reddick,26,13,1,6.00,205,1985-12-26,"Fort Lauderdale, FL","Miami (Fl.)",4,4,4,
4135,326577,10,146817,Daryll,Clark,17,1,1,6.02,233,1986-02-05,"Youngstown, OH","Penn State",1,1,3,
4137,283176,,113321,Romby,Bryant,84,4,1,6.02,195,1979-12-21,"Oklahoma City, OK",Tulsa,3,8,3,
4139,495508,10,158662,Johnny,Forzani,80,4,0,6.01,195,1988-11-03,Calgary,"Washington State",5,5,3,
4141,,12,,Jack,Range,78,9,0,6.07,300,1988-05-10,"Ottawa, ON","California U. of PA",1,1,3,
4143,,10,,Alex,Lau,53,9,0,6.06,290,,"Kingston, ON",Bishop's,1,1,3,
4145,,10,,Quinn,McCaughan,61,9,0,6.03,270,1988-08-18,"St. Francis Xavier, MB",Calgary,1,1,3,
4147,,10,,Dathan,Thomas,30,2,0,5.10,200,,"Edmonton, AB",Saskatchewan,1,1,3,
4149,228625,10,121565,Ricky,Santos,10,1,1,6.02,205,1984-04-26,"Norwood, MA","New Hampshire",1,5,3,
4151,288099,10,147166,Michael,Smith,,2,1,5.09,205,1988-08-09,"Tucson, Arizona","Utah State",1,1,3,
4153,399515,4,170209,Michael,Carter,22,11,0,5.10,181,1986-04-28,"Windsor, ON",Maryland,1,5,3,
4155,262393,30,143296,M,S,92,21,0,6.04,247,1986-08-08,,Montana,1,2,3,"2011-08-19 17:04:23"
4157,548272,10,158156,Saleem,Borhot,36,11,0,6.03,196,1985-06-28,"Calgary, AB","Saint Mary's",2,2,3,
4159,,10,,Greg,Trent,99,13,1,5.11,230,1987-02-10,"Battlesville, OK","Washington State",1,1,3,
4161,214426,,139765,"Alex ",Brink,15,1,1,6.03,222,1985-06-02,"Eugene, OR","Washington State",1,4,3,
4163,324276,10,158241,Marcus,Ezeff,47,11,1,5.11,219,1987-08-28,"Santa Rosa, CA",California,1,1,,
4165,597312,10,170217,Jedd,Gardner,42,4,0,5.11,180,1988-07-22,"Niagara Falls, ON",Guelph,1,1,3,
4167,286953,65,157642,Moton,Hopkins,95,21,1,6.02,277,1986-11-20,"Universal City, Texas",Tulsa,2,3,3,
4169,246379,11,142851,"Kelly ",Butler,68,8,1,6.08,330,1982-06-24,"Grand Rapids, MI",Purdue,2,2,3,
4171,547961,9,158167,Marc-Olivier,Brouillette,10,12,0,6.01,222,1986-02-14,"Montréal, QC",Montréal,4,4,3,
4173,474655,10,154302,Greg,Betterson,37,4,1,6.00,200,1986-06-03,"Niagara Falls, New York","Delta State",1,1,3,
4175,333335,10,159455,Daniel,Porter,23,2,1,5.10,197,1987-07-31,"Baton Rouge, LA","Louisiana Tech",1,2,,
4177,548290,,158186,"Adam ",Baboulas,69,9,0,6.04,300,1987-04-05,"Oshawa, ON","Saint Mary's",2,6,3,
4179,,10,,Matt,Chapdelaine,18,4,0,6.02,205,1988-07-28,"Burlington, ON","Surrey Rams (Jrs.)",1,1,11,
4181,159762,,121569,Brent,Hawkins,90,14,1,6.03,244,1983-09-01,"Godfrey, IL","Illinois State",4,4,,
4183,,10,,Tyrre,Burks,18,4,1,6.05,225,1987-04-21,"Chicago, IL","Winona State",1,1,4,
4185,227321,10,138133,"Nick ",Graham,14,11,1,5.10,191,1984-01-19,"Oklahoma City, OK",Tulsa,2,4,,
4187,264928,10,157644,Andre,Douglas,59,8,1,6.05,300,1986-09-14,"New Rochelle, NY",Temple,4,4,3,
4189,215116,10,157761,Rodrique,Wright,98,15,1,6.05,300,1984-07-31,"Houston, TX",Texas,2,2,3,
4191,248218,5,157755,Nick,Moore,17,5,1,6.02,201,1986-06-25,"Westerville, OH",Toledo,2,5,3,
4193,216078,10,159231,"Ernie ",Wheelwright,85,4,1,6.05,220,1984-07-10,"Columbus, OH",Minnesota,2,2,3,
4195,336070,10,156422,Ray,Cheatham,20,11,1,5.10,197,1986-08-06,"El Dorado, AR","Kansas State",1,1,3,
4197,,10,157040,Roren,Thomas,89,4,1,5.10,172,1987-09-21,"St. Louis, MO",Lindenwood,1,1,5,
4199,548283,10,156239,Neil,Puffer,58,20,0,6.04,230,1985-05-11,"Timmins, ON",Queen's,1,2,,
4201,,10,,Brandon,Walker-Roby,84,4,1,5.11,194,1987-04-06,"Indianapolis, IN",Indiana,1,1,3,
4203,303131,1,153908,"Solomon ",Elimimian,56,13,1,6.00,225,1986-10-21,"Calabar, Nigeria",Hawaii,6,6,3,
4205,605344,10,157880,Daunte,Akra,96,14,1,6.02,227,1986-03-20,"Detroit, MI","Wayne State",1,2,4,
4207,390689,,170219,Chris,Milo,19,16,0,5.11,205,1986-11-02,"Montreal, QC",Laval,5,5,,
4209,598243,2,158150,Jeff,Hecht,27,11,0,5.10,214,1985-09-24,"Edmonton, AB","Saint Mary's",4,5,3,
4211,,12,,James,Savoie,22,11,0,5.09,190,1988-09-18,"Niagara Falls, ON",Guelph,1,1,3,
4213,,10,,Sam,Swank,38,37,1,6.02,200,1985-10-05,"Lakeland, FL","Wake Forest",1,1,5,
4215,,30,,B,I,30,11,1,0,0,1984-12-11,B,S,1,1,4,
4217,,10,,Tim,Hunt,92,21,1,6.04,283,1984-09-02,"Mobile, AL","North Alabama",1,1,3,
4219,,10,,Ronald,Keels,86,4,1,5.10,185,1986-12-02,"Buffalo, NY",Gannon,1,1,5,
4221,548251,10,147477,Ron,Kelly,88,4,0,6.04,218,1983-11-18,"Sault Ste. Marie, ON",Ottawa,1,1,3,
4223,,10,,Eugene,Kinlaw,90,21,1,6.03,300,1989-03-17,"Homerville, GA",Troy,1,1,3,
4225,,10,,Jonathan,Lowe,88,4,1,5.08,190,1986-04-04,"Columbus, GA",Alabama,1,1,3,
4227,408604,10,157509,Landan,Talley,84,5,1,6.00,187,1987-02-21,"New Orleans, LA",Lambuth,3,3,6,
4229,,12,,Dan,Cordick,91,21,0,6.02,235,1989-04-23,"Vancouver, BC","Eastern Michigan",1,1,3,
4231,,30,,Jerimy,Hipperson,22,2,0,6.00,225,,"St. Catharines, ON","Western Ontario",1,1,4,
4233,214454,10,122401,Montez,Murphy,91,14,1,6.06,256,1982-01-06,"Meridian, MS",Baylor,2,4,5,
4235,605342,,170205,Matthew,O'Donnell,66,9,0,6.11,350,1989-03-26,"Comox, B.C.",Queen's,3,3,3,
4237,,10,,Jason,Horton,36,11,1,6.01,195,1980-02-16,"Ahoskie, NC","North Carolina A&T",1,2,3,
4239,331637,10,158977,Taylor,Scott,92,15,1,6.04,265,1987-07-16,"Little Rock, AR","Central Arkansas",1,1,3,
4241,315611,10,157979,Brandon,Denson,40,21,1,5.11,230,1987-07-22,"Willow Run, MI","Michigan State",1,2,3,
4243,597364,10,170207,Brendan,Dunn,,9,0,6.07,300,1988-08-21,"Burlington, ON",Western,1,1,3,
4245,133971,10,130571,Cody,Pickett,15,1,1,6.04,228,1980-06-30,"Caldwell, Idaho",Washington,1,4,3,
4247,218694,10,121195,Anthony,Cannon,45,13,1,6.00,224,1984-12-31,"Pensacola, FL",Tulane,2,2,3,
4249,216315,10,125921,Jason,Nugent,19,11,0,6.01,210,1982-05-18,"Scarborough, ON",Rutgers,1,6,3,
4251,460382,,158518,Byron,Bullock,33,13,1,6.00,212,1987-03-04,"Inglewood, CA","South Dakota",1,2,,
4253,597309,9,158290,Daryl,Townsend,36,12,0,6.01,198,1985-09-25,"Windsor, ON",Windsor,3,3,3,
4255,335758,10,141295,Jeremy,Gibbs,72,15,1,6.03,285,1985-07-03,"Stillwater, OK",Oregon,2,3,3,
4257,,10,,Mitch,Mustain,13,1,1,6.02,221,1988-02-27,"Springdale, AR","Southern California",1,1,3,
4259,287906,4,158634,Alex,Suber,27,11,1,5.07,173,1986-12-01,"Tampa Bay, FL","Middle Tennessee State",1,6,3,
4261,,12,,Alex,Krausnick,54,9,0,6.03,290,1989-03-09,"Calgary, AB",Calgary,1,1,3,
4263,,10,,B.J.,Frazier,83,4,1,5.10,175,1988-08-08,"Beaufort, NC","Appalachian State",1,1,3,
4265,297660,9,157823,Dobson,Collins,87,4,1,6.02,185,1987-07-12,"Stone Mountain, GA",Gardner-Webb,1,5,5,
4267,228876,10,125937,Adrian,Davis,90,15,0,6.04,262,1981-12-17,"Greenfield Park, QC",Concordia,1,5,3,
4269,597320,10,170191,Henoc,Muamba,10,13,0,6.00,230,1989-02-23,"Kinshasa, CG","St. Francis Xavier",3,3,3,
4271,,12,,Pascal,Baillargeon,67,9,0,6.05,300,1986-02-19,"St-Anselme, QC",Laval,1,1,3,
4273,267935,10,151996,Greg,Laybourn,25,10,1,5.10,208,1985-12-30,"Portland, OR","Oregon State",1,1,,
4275,294822,10,148632,Eric,Ward,13,1,1,6.02,220,1987-04-12,"Atlanta, GA",Richmond,2,2,3,
4277,298224,10,157697,David,Hyland,27,11,1,6.00,198,1987-05-30,"Woodstock, GA","Morehead State",2,2,3,
4279,167901,10,157864,Junius,Coston,64,9,1,6.04,325,1983-11-05,"Framingham, MA","North Carolina A&T",1,1,3,
4281,,10,,"Guillaume ",Senecal,34,2,0,6.00,200,1985-07-18,"St-Eustache, QC",Laval,1,1,3,
4283,597307,,158032,"Eddie ",Russ,16,11,1,6.00,185,1987-03-20,"Marianna, FL",Harding,4,4,,
4285,548148,5,158190,Chris,Greaves,64,7,0,6.05,309,1987-01-08,"Toronto, ON",Western,6,6,3,
4287,325097,10,158372,Marcellus,Bowman,38,13,1,6.03,228,1986-10-12,"Girard, OH","Boston College",2,5,3,
4289,599133,10,158128,Josh,Maveety,6,37,0,6.02,210,1988-11-29,"Kingston, ON",Bishop's,1,1,,
4291,286531,11,81866,Jamie,Boreham,35,17,0,5.10,207,1978-03-29,"Vancouver, BC",Manitoba,3,8,,
4293,296484,7,143501,Brandon,Isaac,28,13,1,6.03,203,1984-12-11,"Blackville, SC","South Carolina",3,5,3,
4295,386644,7,135413,Chris,Bauman,82,5,0,6.04,212,1984-09-05,"Brandon, MB",Regina,1,8,5,
4297,548238,10,158191,Oamo,Culbreath,57,9,0,6.05,300,1987-10-26,"Kingston, ON",UBC,2,2,3,
4299,344231,10,157926,Andre,Caroll,99,15,1,6.02,287,1988-09-06,"Edison, NJ","Delaware Sate",2,2,3,
4301,597310,3,170224,Gregory,Alexandre,95,15,0,6.02,277,1985-05-31,"Montreal, QC",Montreal,3,4,3,
4303,,10,,Paul,Smith,16,1,1,6.01,210,1984-07-02,"Owasso, OK",Tulsa,1,1,3,
4305,,10,,Reggie,Smith,0,4,1,5.11,195,1985-11-22,"Forth Wayne, IN","Elizabeth City State",1,1,3,
4307,547981,9,158184,Brian,Ridgeway,44,13,0,6.03,210,1984-04-26,"Grande Prairie, AB","Simon Fraser",3,3,15,
4309,598297,10,158008,Jamal,Smith,78,4,1,6.03,215,1988-07-09,"Chester, PA",Millersville,1,1,3,
4311,225028,10,149737,Dee,Webb,33,11,1,5.11,200,1984-12-08,"Jacksonville, FL",Florida,2,5,3,
4313,325881,7,157710,Chad,Kackert,44,2,1,5.08,206,1986-09-15,"Simi Valley, CA","New Hampshire",4,4,5,
4315,146267,11,122366,Skip,Seagraves,55,8,1,6.05,300,1982-04-27,"West Point, NY","North Carolina",4,4,3,
4317,81373,9,53695,Ben,Cahoon,86,5,0,5.09,184,1972-07-16,"Orem, UT","Brigham Young",13,13,,
4319,214475,7,144023,Brandon,Whitaker,3,2,1,5.10,200,1985-09-07,"Edmond, OK",Baylor,1,7,3,
4321,,12,,Maurice,Forbes,72,15,0,6.03,300,1987-09-09,"Toronto, ON",Concordia,1,1,3,
4323,218725,11,127735,Sean,Lucas,31,13,1,5.11,202,1983-12-08,"Atlanta, GA",Tulane,6,6,3,
4325,597293,5,158135,Rory,Kohlert,87,5,0,6.02,213,1988-01-07,"Regina, SK",Saskatchewan,4,4,3,
4327,597010,10,170235,Youssy,Pierre,88,4,0,6.00,185,1985-08-08,"Montreal, QC",Montreal,1,3,3,
4329,266765,10,157938,James,Bryant,93,14,1,6.03,257,1985-12-18,"Reading, PA",Louisville,1,1,3,
4331,268540,10,149845,Terrence,Nunn,88,4,1,5.11,200,1986-07-25,"Houston, TX",Nebraska,1,1,3,
4333,324639,,158064,Brandon,West,9,2,1,5.10,193,1987-09-08,"Brunswick, GA","Western Michigan",3,3,,
4335,146247,10,111173,Kitwana,Jones,29,14,1,6.00,240,1981-07-07,"Wilmington, NC",Hampton,1,7,,
4337,216005,10,119401,DeAndra',Cobb,24,2,1,5.10,196,1981-05-18,"Las Vegas, NV","Michigan State",1,3,,
4339,454354,10,143311,Delroy,Clarke,18,11,0,6.00,190,1982-12-29,"Kingston, Jamaica",Ottawa,1,5,3,
4341,290897,10,117807,Taylor,Inglis,52,20,0,6.03,252,1983-11-04,,"Edmonton Wildcats",6,7,,"2011-08-19 17:04:52"
4343,,10,157814,Un'Tavious,Scott,72,14,1,6'3,245,1988-04-22,"Pahokee, FL",Tulsa,1,1,3,
4345,214237,6,149157,Justin,Medlock,7,37,1,6.00,208,1983-10-23,"Fremont, CA",UCLA,2,4,3,
4347,297235,10,146066,Louie,Sakoda,3,37,1,5.09,175,1986-10-28,"San Jose, CA",Utah,1,3,3,
4349,,10,,Chris,Bodnar,21,17,0,5.11,190,1988-04-10,"Saskatoon, SK",Regina,1,1,3,
4351,296495,,154571,Carlos,Thomas,11,11,1,5.11,195,1987-05-01,"College Park, GA","South Carolina",2,5,,
4353,596877,6,170201,"Hugh ",O'Neill,13,37,0,6.02,185,1990-01-20,"Edmonton, AB",Alberta,1,5,3,
4355,305195,,118420,Graeme,Bell,26,3,0,5.11,229,1980-10-15,"Regina, SK",Saskatchewan,4,9,,
4357,288603,7,158651,Jason,Vega,97,21,1,6.04,257,1987-05-30,"Brockton, MA",Northeastern,1,4,3,
4359,,10,,"Chris ",McClover,86,4,1,6.04,208,1987-01-19,"Ft. Laud'dale, FL","Mid. Tennessee St.",1,1,3,
4361,166376,10,146126,David,Pittman,43,11,1,5.11,185,1983-10-14,"Lutcher, LA","Northwestern State",1,2,3,
4363,232652,10,152549,Darrick,Brown,34,11,1,6.04,200,1984-02-18,"Kentwood, LA","McNeese State",1,1,5,
4365,300086,65,147207,Chris,Williams,80,4,1,5.09,155,1987-09-16,"Rio Rancho, NM","New Mexico State",1,3,3,
4367,304946,6,157977,Brian,Simmons,59,9,1,6.05,310,1985-03-16,"Raleigh, NC",Oklahoma,4,4,6,
4369,597285,10,157855,Glenn,Milner,35,2,1,6.00,220,1985-12-28,"Renton, WA","Central Missouri",1,1,3,
4371,263717,,148848,Aaron,Kelly,82,5,1,6.04,193,1986-04-20,"Marietta, GA",Clemson,1,5,3,
4373,303629,10,157636,Albert,Smith,92,15,1,6.00,290,1986-12-05,"Matthews, LA","Northwestern State",2,2,3,
4375,548737,2,158718,Spencer,Wilson,50,9,0,6.06,303,1988-04-07,"Toronto, ON","Calgary Colts",5,5,3,
4377,300670,10,150942,Demetrice,Morley,23,11,1,6.00,195,1987-07-23,"Miami, FL",Tennessee,1,4,3,
4379,597366,10,157940,Dashawn,Cassell,96,14,1,6.03,280,1991-03-10,"Staten Island, NY","College of the Canyons",1,1,3,
4381,268970,10,150520,Dudley,Guice,88,4,1,6.03,217,1986-05-28,"Fayette, MS","Northwestern State",1,2,3,
4383,116303,10,81856,Kamau,Peterson,8,5,0,6.01,190,1978-09-16,"Los Angeles, CA","New Hampshire",1,11,3,
4385,299021,5,157943,Devin,Tyler,57,9,1,6.07,320,1986-07-02,"Washington, DC",Temple,2,5,3,
4387,,10,,Derek,Pegues,29,11,1,5.09,190,1986-09-14,"Batesville, MI","Mississippi State",1,1,3,
4389,596958,10,158098,Jamontay,Pilson,68,21,1,6.03,285,1990-07-19,,"Northwest Mississippi",1,1,3,
4391,,10,,Tyrell,Graham,94,13,1,6.02,225,1987-01-04,"Houston, TX",Houston,1,1,3,
4393,,10,,Francis,Adjei,33,11,1,6.02,170,1987-05-03,"Silver Springs, MD","Delaware State",1,1,3,
4395,400519,10,157993,John,Destin,38,11,1,6.00,195,1986-08-19,"Belle Glade, FL",Tulsa,1,1,3,
4397,463420,10,158010,Terrance,Lee,43,11,1,6.00,175,1985-05-30,"New Britain, CT",UNLV,1,1,6,
4399,471603,3,156634,Marcell,Young,23,11,1,6.00,190,1987-09-02,"Jackson, MS","Jackson State",3,5,3,
4401,302038,,158052,Sam,Scott,92,14,1,6.05,245,1987-06-23,"Chester, PA","West Chester",3,4,,
4403,333524,10,157936,Maxwell,Onyegbule,58,21,1,6.04,285,1988-06-10,"Fort Worth, TX",Kansas,1,1,3,
4405,596921,,170215,Akwasi,Antwi,45,13,0,6.00,254,1985-05-09,"Toronto, ON","Mount Allison",1,4,,
4407,596952,10,170234,Jared,Manchulenko,43,2,0,6.03,246,1986-04-16,"Winnipeg, MB",Concordia,1,1,3,
